attack_name,defense,dataset_name,auroc,auprc,f1
glo_mia,none,proteins,0.8025895830098511,0.9136069612215111,0.8647990255785627
glo_mia,none,proteins,0.7475976053689423,0.8873598683747287,0.8561236623067776
glo_mia,none,proteins,0.6898883770681297,0.8562919624900872,0.7182910547396528
glo_mia,none,proteins,0.7006711177820334,0.8598314792488542,0.8165249088699879
glo_mia,logits,proteins,0.7068992288183842,0.855795636224215,0.6755162241887905
glo_mia,logits,proteins,0.7156375618929317,0.8568961414340553,0.8285024154589372
glo_mia,logits,proteins,0.6401324983178924,0.8193370111044814,0.7950617283950617
glo_mia,none,mutag,0.6157738095238096,0.770696085966791,0.8163265306122449
glo_mia,logits,mutag,0.6178571428571429,0.813656433144557,0.8571428571428571
