,test_acc,test_acc,attack_auc,attack_auc,attack_ap,attack_ap
,mean,std,mean,std,mean,std
arch,,,,,,
gat,0.8135593220338982,0.0,0.7976331360946747,0.022148768502768906,0.7347726611854977,0.030708726676052255
gcn,0.8110169491525424,0.00409360925033603,0.7908284023668639,0.028652267369495436,0.7194132175014528,0.026872354510084025
graphsage,0.8135593220338982,0.0,0.7792899408284024,0.02762045556833973,0.7170575413776772,0.03176556520221953
