dataset,arch,run,seed,defense,defense_sigma,test_loss,test_acc,attack_auc,attack_ap,attack_f1
mutag,gat,9,395059,logit_noise,1.0,0.6277941465377808,0.6488095238095238,0.513888888888889,0.5049603174603174,0.7142857142852245
mutag,graphsage,0,830640,logit_noise,1.0,0.581752359867096,0.7023809523809523,0.75,0.75,0.6666666666662222
mutag,graphsage,1,830641,logit_noise,1.0,0.602846622467041,0.6785714285714286,0.3611111111111111,0.4714285714285714,0.6666666666662222
mutag,graphsage,2,830642,logit_noise,1.0,0.6011757850646973,0.6785714285714286,0.3194444444444444,0.46031746031746035,0.6666666666662222
mutag,graphsage,3,830643,logit_noise,1.0,0.6033607125282288,0.6845238095238095,0.3333333333333333,0.4416666666666667,0.6666666666662222
mutag,graphsage,4,830644,logit_noise,1.0,0.5744751691818237,0.7083333333333334,0.6527777777777779,0.6079365079365079,0.7692307692302721
mutag,graphsage,5,830645,logit_noise,1.0,0.589741587638855,0.6785714285714286,0.2916666666666667,0.45833333333333337,0.6666666666662222
mutag,graphsage,6,830646,logit_noise,1.0,0.6017101407051086,0.6845238095238095,0.5555555555555556,0.5277777777777778,0.6666666666662222
mutag,graphsage,7,830647,logit_noise,1.0,0.5982301235198975,0.6845238095238095,0.638888888888889,0.5972222222222222,0.6666666666662222
mutag,graphsage,8,830648,logit_noise,1.0,0.5989992022514343,0.6845238095238095,0.4722222222222222,0.5992063492063492,0.6666666666662222
mutag,graphsage,9,830649,logit_noise,1.0,0.6017557978630066,0.6785714285714286,0.25,0.4103174603174603,0.6666666666662222
molhiv,gcn,0,851110,logit_noise,1.0,0.6947773694992065,0.8135593220338984,0.3877551020408163,0.5038850038850039,0.6666666666662222
molhiv,gcn,1,851111,logit_noise,1.0,0.7448886036872864,0.8135593220338984,0.510204081632653,0.6285103785103785,0.699999999999545
molhiv,gcn,2,851112,logit_noise,1.0,0.6452699899673462,0.8135593220338984,0.48979591836734687,0.5018707482993198,0.7499999999995077
molhiv,gcn,3,851113,logit_noise,1.0,0.5913503170013428,0.8135593220338984,0.5102040816326531,0.5207792207792208,0.6666666666662222
molhiv,gcn,4,851114,logit_noise,1.0,0.7695084810256958,0.8135593220338984,0.37755102040816324,0.4537105751391466,0.6666666666662222
molhiv,gcn,5,851115,logit_noise,1.0,0.6157745718955994,0.8135593220338984,0.4897959183673469,0.5949193663479377,0.699999999999545
molhiv,gcn,6,851116,logit_noise,1.0,0.5743626356124878,0.8135593220338984,0.6938775510204082,0.8163265306122447,0.7272727272722644
molhiv,gcn,7,851117,logit_noise,1.0,0.5270035862922668,0.8135593220338984,0.26530612244897955,0.4250249750249751,0.6666666666662222
molhiv,gcn,8,851118,logit_noise,1.0,0.5460765361785889,0.8135593220338984,0.5918367346938775,0.5570655534941249,0.7777777777773025
molhiv,gcn,9,851119,logit_noise,1.0,0.6108685731887817,0.8135593220338984,0.7346938775510203,0.7687074829931972,0.7499999999995077
molhiv,gat,0,560902,logit_noise,1.0,0.5192098617553711,0.8135593220338984,0.6734693877551021,0.6369047619047619,0.7499999999995077
molhiv,gat,1,560903,logit_noise,1.0,0.6038278341293335,0.8135593220338984,0.4489795918367347,0.5301587301587302,0.6666666666662222
molhiv,gat,2,560904,logit_noise,1.0,0.5711547136306763,0.8135593220338984,0.510204081632653,0.6469086469086469,0.699999999999545
molhiv,gat,3,560905,logit_noise,1.0,0.6920257210731506,0.8135593220338984,0.5306122448979592,0.604112554112554,0.7368421052626924
molhiv,gat,4,560906,logit_noise,1.0,0.6794316172599792,0.8135593220338984,0.6122448979591837,0.5710884353741497,0.7368421052626924
molhiv,gat,5,560907,logit_noise,1.0,0.564037561416626,0.8135593220338984,0.673469387755102,0.7977022977022976,0.7272727272722644
molhiv,gat,6,560908,logit_noise,1.0,0.5587232708930969,0.8135593220338984,0.5306122448979592,0.5559523809523809,0.6666666666662222
molhiv,gat,7,560909,logit_noise,1.0,0.5828626751899719,0.8135593220338984,0.4693877551020408,0.5738404452690167,0.6666666666662222
molhiv,gat,8,560910,logit_noise,1.0,0.6923266053199768,0.8135593220338984,0.6530612244897959,0.6804945054945055,0.7499999999995077
molhiv,gat,9,560911,logit_noise,1.0,0.6930059194564819,0.8135593220338984,0.673469387755102,0.7359366823652538,0.7499999999995077
molhiv,graphsage,0,49106,logit_noise,1.0,0.5550523996353149,0.8135593220338984,0.2857142857142857,0.42636490493633356,0.6666666666662222
molhiv,graphsage,1,49107,logit_noise,1.0,1.0892939567565918,0.8135593220338984,0.8367346938775511,0.8599567099567098,0.7999999999995021
molhiv,graphsage,2,49108,logit_noise,1.0,0.8236556053161621,0.8135593220338984,0.5510204081632653,0.5566326530612244,0.705882352940692
molhiv,graphsage,3,49109,logit_noise,1.0,0.6045882701873779,0.8135593220338984,0.4489795918367347,0.504051504051504,0.699999999999545
molhiv,graphsage,4,49110,logit_noise,1.0,0.575049877166748,0.8135593220338984,0.6122448979591837,0.7131261595547309,0.6666666666662222
molhiv,graphsage,5,49111,logit_noise,1.0,0.7657437920570374,0.8135593220338984,0.5510204081632654,0.6797095761381475,0.6666666666662222
molhiv,graphsage,6,49112,logit_noise,1.0,1.0541160106658936,0.8135593220338984,0.4489795918367347,0.6363636363636364,0.6666666666662222
molhiv,graphsage,7,49113,logit_noise,1.0,1.6442075967788696,0.8135593220338984,0.3673469387755102,0.4537105751391466,0.6666666666662222
molhiv,graphsage,8,49114,logit_noise,1.0,1.067352294921875,0.8135593220338984,0.326530612244898,0.4547309833024119,0.6666666666662222
molhiv,graphsage,9,49115,logit_noise,1.0,0.9283679127693176,0.8135593220338984,0.653061224489796,0.685204081632653,0.7368421052626924
proteins,gcn,0,885421,logit_noise,1.0,0.6203272342681885,0.8248175182481752,0.6088888888888889,0.6173387723387723,0.6666666666662222
proteins,gcn,1,885422,logit_noise,1.0,0.7283489108085632,0.17518248175182483,0.4288888888888889,0.46035964035964033,0.6666666666662222
proteins,gcn,2,885423,logit_noise,1.0,0.6668995022773743,0.8248175182481752,0.6,0.5533597883597884,0.6666666666662222
proteins,gcn,3,885424,logit_noise,1.0,0.5401747822761536,0.8248175182481752,0.43111111111111106,0.5008831310301899,0.6666666666662222
proteins,gcn,4,885425,logit_noise,1.0,0.7018377780914307,0.4562043795620438,0.7066666666666668,0.6913125763125763,0.7333333333328332
proteins,gcn,5,885426,logit_noise,1.0,0.5585644245147705,0.8248175182481752,0.33777777777777784,0.42641923436041085,0.6666666666662222
proteins,gcn,6,885427,logit_noise,1.0,0.6986432671546936,0.40875912408759124,0.34222222222222226,0.4955555555555556,0.6666666666662222
proteins,gcn,7,885428,logit_noise,1.0,0.703678548336029,0.2956204379562044,0.36666666666666664,0.45981361231361234,0.6666666666662222
proteins,gcn,8,885429,logit_noise,1.0,0.5954745411872864,0.8248175182481752,0.5777777777777777,0.6640242763772175,0.6666666666662222
proteins,gcn,9,885430,logit_noise,1.0,0.6988280415534973,0.3284671532846715,0.5666666666666667,0.5578571428571427,0.6666666666662222
proteins,gat,0,44747,logit_noise,1.0,0.557344377040863,0.8248175182481752,0.7088888888888889,0.6594931212578271,0.7567567567562746
proteins,gat,1,44748,logit_noise,1.0,0.5283503532409668,0.8248175182481752,0.5622222222222222,0.6194780219780219,0.6666666666662222
proteins,gat,2,44749,logit_noise,1.0,0.5320616960525513,0.8248175182481752,0.6222222222222222,0.7108190328190327,0.6829268292678286
proteins,gat,3,44750,logit_noise,1.0,0.5671533346176147,0.8248175182481752,0.5911111111111111,0.5934330381234406,0.7142857142852551
proteins,gat,4,44751,logit_noise,1.0,0.5298636555671692,0.8248175182481752,0.5911111111111111,0.6139498410086645,0.6666666666662222
proteins,gat,5,44752,logit_noise,1.0,0.5444543361663818,0.8248175182481752,0.4666666666666666,0.5566229857099423,0.6666666666662222
proteins,gat,6,44753,logit_noise,1.0,0.5375483632087708,0.8248175182481752,0.4177777777777778,0.46071939417477176,0.6666666666662222
proteins,gat,7,44754,logit_noise,1.0,0.5419957041740417,0.8248175182481752,0.6533333333333333,0.6801438462725312,0.73684210526268
proteins,gat,8,44755,logit_noise,1.0,0.5677540898323059,0.8138686131386861,0.6555555555555554,0.706617468682686,0.73684210526268
proteins,gat,9,44756,logit_noise,1.0,0.5191149115562439,0.8248175182481752,0.7377777777777776,0.757996817996818,0.7586206896546729
proteins,graphsage,0,183500,logit_noise,1.0,0.6452301144599915,0.572992700729927,0.5377777777777778,0.567960927960928,0.6666666666662222
proteins,graphsage,1,183501,logit_noise,1.0,0.5262261033058167,0.8248175182481752,0.6444444444444445,0.5826959151959151,0.7096774193543391
proteins,graphsage,2,183502,logit_noise,1.0,0.5533159375190735,0.8248175182481752,0.5933333333333333,0.6557877253465488,0.6666666666662222
proteins,graphsage,3,183503,logit_noise,1.0,0.6697332262992859,0.7554744525547445,0.6444444444444446,0.6717038517038517,0.6666666666662222
proteins,graphsage,4,183504,logit_noise,1.0,0.7000586986541748,0.48175182481751827,0.4866666666666667,0.6027777777777777,0.6666666666662222
proteins,graphsage,5,183505,logit_noise,1.0,0.6075435876846313,0.8248175182481752,0.41333333333333333,0.4815628815628815,0.6666666666662222
proteins,graphsage,6,183506,logit_noise,1.0,0.5104787945747375,0.8248175182481752,0.5022222222222222,0.5328671328671328,0.6666666666662222
proteins,graphsage,7,183507,logit_noise,1.0,0.5645356774330139,0.8138686131386861,0.49333333333333335,0.5303703703703704,0.6666666666662222
proteins,graphsage,8,183508,logit_noise,1.0,0.5793680548667908,0.8248175182481752,0.5444444444444444,0.5500529100529101,0.6666666666662222
proteins,graphsage,9,183509,logit_noise,1.0,0.6926829218864441,0.5328467153284672,0.4266666666666667,0.5689853719265484,0.6666666666662222
